Variance	Mean
0.0003884813	0.0019850037
0.0003883075	0.0019830525
0.000388134	0.001981101
0.0003879607	0.0019791496
0.0003877876	0.0019771984
0.0003876148	0.0019752469
0.0003874421	0.0019732957
0.0003872697	0.0019713443
0.0003870976	0.001969393
0.0003869256	0.0019674416
0.0003867539	0.0019654902
0.0003865824	0.0019635389
0.0003864112	0.0019615875
0.0003862401	0.0019596362
0.0003860693	0.0019576848
0.0003858988	0.0019557335
0.0003857284	0.0019537821
0.0003855583	0.0019518308
0.0003853884	0.0019498794
0.0003852187	0.0019479282
0.0003850493	0.0019459768
0.0003848801	0.0019440256
0.0003847111	0.001942074
0.0003845423	0.0019401228
0.0003843738	0.0019381714
0.0003842055	0.0019362202
0.0003840374	0.0019342688
0.0003838696	0.0019323174
0.000383702	0.001930366
0.0003835346	0.0019284148
0.0003833674	0.0019264635
0.0003832005	0.001924512
0.0003830338	0.0019225607
0.0003828673	0.0019206095
0.0003827011	0.0019186581
0.000382535	0.0019167067
0.0003823692	0.0019147552
0.0003822036	0.0019128042
0.0003820382	0.0019108528
0.000381873	0.0019089016
0.000381708	0.0019069503
0.0003815432	0.0019049992
0.0003813786	0.0019030477
0.0003812142	0.0019010966
0.00038105	0.0018991455
0.0003808859	0.0018971942
0.0003807221	0.001895243
0.0003805585	0.0018932917
0.000380395	0.0018913406
0.0003802317	0.0018893891
0.0003800687	0.0018874381
0.0003799058	0.0018854868
0.0003797432	0.0018835354
0.0003795807	0.0018815842
0.0003794184	0.0018796331
0.0003792563	0.0018776818
0.0003790944	0.0018757305
0.0003789328	0.0018737794
0.0003787712	0.0018718281
0.0003786099	0.0018698769
0.0003784488	0.0018679256
0.0003782879	0.0018659744
0.0003781272	0.0018640231
0.0003779667	0.0018620719
0.0003778063	0.0018601206
0.0003776462	0.0018581695
0.0003774862	0.0018562181
0.0003773265	0.001854267
0.0003771669	0.0018523157
0.0003770076	0.0018503644
0.0003768484	0.0018484133
0.0003766895	0.001846462
0.0003765307	0.0018445107
0.0003763721	0.0018425595
0.0003762137	0.0018406083
0.0003760555	0.0018386571
0.0003758975	0.0018367058
0.0003757397	0.0018347545
0.0003755821	0.0018328034
0.0003754247	0.0018308519
0.0003752675	0.0018289009
0.0003751105	0.0018269496
0.0003749536	0.0018249983
0.000374797	0.0018230472
0.0003746406	0.001821096
0.0003744843	0.0018191448
0.0003743283	0.0018171933
0.0003741724	0.0018152422
0.0003740167	0.0018132909
0.0003738613	0.0018113397
0.000373706	0.0018093884
0.0003735509	0.0018074373
0.000373396	0.0018054859
0.0003732414	0.0018035347
0.0003730869	0.0018015836
0.0003729326	0.0017996322
0.0003727785	0.0017976811
0.0003726246	0.0017957298
0.0003724709	0.0017937787
0.0003723173	0.0017918272
0.000372164	0.0017898762
0.0003720109	0.0017879249
0.0003718579	0.0017859736
0.0003717052	0.0017840223
0.0003715527	0.0017820712
0.0003714003	0.0017801199
0.0003712481	0.0017781686
0.0003710962	0.0017762175
0.0003709444	0.0017742662
0.0003707928	0.0017723149
0.0003706415	0.0017703637
0.0003704903	0.0017684125
0.0003703393	0.0017664611
0.0003701885	0.00176451
0.0003700379	0.0017625587
0.0003698875	0.0017606074
0.0003697373	0.0017586562
0.0003695873	0.0017567051
0.0003694375	0.0017547538
0.0003692878	0.0017528025
0.0003691384	0.0017508514
0.0003689892	0.0017489002
0.0003688401	0.0017469489
0.0003686913	0.0017449976
0.0003685426	0.0017430464
0.0003683942	0.0017410952
0.0003682459	0.0017391439
0.0003680978	0.0017371926
0.00036795	0.0017352416
0.0003678023	0.0017332901
0.0003676548	0.001731339
0.0003675075	0.0017293877
0.0003673604	0.0017274364
0.0003672135	0.0017254853
0.0003670668	0.0017235339
0.0003669203	0.0017215827
0.000366774	0.0017196314
0.0003666279	0.0017176803
0.0003664819	0.0017157291
0.0003663362	0.0017137778
0.0003661906	0.0017118265
0.0003660453	0.0017098754
0.0003659002	0.0017079241
0.0003657552	0.0017059728
0.0003656105	0.0017040217
0.0003654659	0.0017020703
0.0003653215	0.0017001192
0.0003651773	0.0016981679
0.0003650334	0.0016962168
0.0003648896	0.0016942653
0.000364746	0.0016923143
0.0003646026	0.0016903629
0.0003644594	0.0016884116
0.0003643164	0.0016864604
0.0003641736	0.0016845092
0.0003640309	0.001682558
0.0003638885	0.0016806067
0.0003637463	0.0016786557
0.0003636043	0.0016767044
0.0003634624	0.001674753
0.0003633208	0.0016728018
0.0003631793	0.0016708506
0.0003630381	0.0016688992
0.000362897	0.0016669481
0.0003627561	0.0016649969
0.0003626155	0.0016630456
0.000362475	0.0016610943
0.0003623347	0.0016591432
0.0003621946	0.0016571919
0.0003620547	0.0016552406
0.000361915	0.0016532895
0.0003617755	0.0016513383
0.0003616362	0.0016493869
0.0003614971	0.0016474357
0.0003613582	0.0016454845
0.0003612195	0.0016435332
0.0003610809	0.001641582
0.0003609426	0.0016396307
0.0003608045	0.0016376796
0.0003606665	0.0016357281
0.0003605288	0.0016337771
0.0003603912	0.0016318258
0.0003602538	0.0016298745
0.0003601167	0.0016279234
0.0003599797	0.0016259721
0.0003598429	0.0016240209
0.0003597063	0.0016220695
0.00035957	0.0016201185
0.0003594338	0.001618167
0.0003592978	0.0016162159
0.000359162	0.0016142646
0.0003590264	0.0016123136
0.0003588909	0.0016103622
0.0003587557	0.0016084109
0.0003586207	0.0016064599
0.0003584859	0.0016045084
0.0003583512	0.0016025573
0.0003582168	0.001600606
0.0003580825	0.0015986549
0.0003579485	0.0015967034
0.0003578146	0.0015947524
0.000357681	0.0015928011
0.0003575475	0.0015908498
0.0003574142	0.0015888985
0.0003572811	0.0015869474
0.0003571483	0.0015849961
0.0003570156	0.0015830449
0.0003568831	0.0015810938
0.0003567508	0.0015791423
0.0003566187	0.0015771911
0.0003564867	0.0015752399
0.000356355	0.0015732887
0.0003562235	0.0015713373
0.0003560922	0.0015693862
0.0003559611	0.001567435
0.0003558301	0.0015654837
0.0003556994	0.0015635324
0.0003555688	0.0015615813
0.0003554385	0.00155963
0.0003553083	0.0015576787
0.0003551783	0.0015557276
0.0003550486	0.0015537763
0.000354919	0.001551825
0.0003547896	0.0015498738
0.0003546604	0.0015479226
0.0003545314	0.0015459712
0.0003544026	0.0015440201
0.000354274	0.0015420688
0.0003541456	0.0015401176
0.0003540174	0.0015381663
0.0003538894	0.0015362152
0.0003537616	0.0015342641
0.0003536339	0.0015323126
0.0003535065	0.0015303615
0.0003533793	0.0015284102
0.0003532522	0.0015264589
0.0003531254	0.0015245076
0.0003529987	0.0015225566
0.0003528723	0.0015206051
0.000352746	0.001518654
0.0003526199	0.0015167027
0.0003524941	0.0015147516
0.0003523684	0.0015128002
0.0003522429	0.001510849
0.0003521176	0.001508898
0.0003519925	0.0015069464
0.0003518676	0.0015049954
0.0003517429	0.0015030441
0.0003516184	0.0015010929
0.000351494	0.0014991416
0.0003513699	0.0014971904
0.000351246	0.0014952392
0.0003511223	0.0014932878
0.0003509987	0.0014913367
0.0003508754	0.0014893854
0.0003507522	0.0014874343
0.0003506293	0.0014854828
0.0003505065	0.0014835318
0.0003503839	0.0014815805
0.0003502616	0.0014796292
0.0003501394	0.0014776781
0.0003500174	0.0014757268
0.0003498956	0.0014737755
0.000349774	0.0014718244
0.0003496526	0.001469873
0.0003495314	0.0014679218
0.0003494104	0.0014659704
0.0003492896	0.0014640193
0.000349169	0.0014620682
0.0003490485	0.0014601167
0.0003489282	0.0014581654
0.0003488081	0.0014562143
0.0003486882	0.0014542628
0.0003485685	0.0014523118
0.0003484489	0.0014503603
0.0003483295	0.0014484093
0.0003482103	0.0014464578
0.0003480912	0.0014445066
0.0003479724	0.0014425554
0.0003478537	0.0014406041
0.0003477352	0.0014386529
0.0003476168	0.0014367017
0.0003474987	0.0014347504
0.0003473807	0.001432799
0.0003472629	0.0014308477
0.0003471452	0.0014288964
0.0003470278	0.0014269453
0.0003469105	0.0014249938
0.0003467934	0.0014230427
0.0003466765	0.0014210914
0.0003465597	0.0014191403
0.0003464431	0.0014171888
0.0003463267	0.0014152377
0.0003462105	0.0014132863
0.0003460945	0.0014113351
0.0003459786	0.0014093837
0.0003458629	0.0014074324
0.0003457473	0.0014054811
0.000345632	0.00140353
0.0003455168	0.0014015787
0.0003454018	0.0013996272
0.000345287	0.0013976763
0.0003451724	0.0013957248
0.0003450579	0.0013937737
0.0003449436	0.0013918223
0.0003448295	0.0013898714
0.0003447156	0.0013879198
0.0003446018	0.0013859688
0.0003444882	0.0013840174
0.0003443748	0.0013820659
0.0003442616	0.0013801148
0.0003441485	0.0013781634
0.0003440356	0.0013762122
0.0003439229	0.0013742608
0.0003438104	0.0013723098
0.000343698	0.0013703582
0.0003435859	0.0013684073
0.0003434739	0.0013664558
0.0003433621	0.0013645045
0.0003432504	0.0013625534
0.0003431389	0.0013606018
0.0003430276	0.0013586509
0.0003429165	0.0013566993
0.0003428056	0.0013547484
0.0003426948	0.0013527969
0.0003425842	0.0013508456
0.0003424738	0.0013488944
0.0003423635	0.0013469431
0.0003422535	0.001344992
0.0003421436	0.0013430407
0.0003420339	0.0013410893
0.0003419243	0.0013391383
0.000341815	0.0013371869
0.0003417058	0.0013352353
0.0003415968	0.0013332842
0.0003414879	0.0013313329
0.0003413793	0.0013293818
0.0003412708	0.0013274304
0.0003411625	0.0013254792
0.0003410544	0.0013235279
0.0003409464	0.0013215766
0.0003408386	0.0013196253
0.000340731	0.0013176743
0.0003406235	0.0013157228
0.0003405162	0.0013137718
0.000340409	0.0013118201
0.000340302	0.0013098692
0.0003401951	0.0013079178
0.0003400884	0.0013059667
0.0003399819	0.0013040155
0.0003398755	0.0013020641
0.0003397692	0.0013001129
0.0003396632	0.0012981615
0.0003395572	0.0012962104
0.0003394515	0.0012942592
0.0003393459	0.0012923078
0.0003392404	0.0012903566
0.0003391351	0.0012884053
0.00033903	0.0012864541
0.000338925	0.0012845027
0.0003388201	0.0012825517
0.0003387155	0.0012806001
0.0003386109	0.0012786491
0.0003385066	0.0012766979
0.0003384024	0.0012747465
0.0003382983	0.0012727953
0.0003381944	0.0012708439
0.0003380907	0.0012688929
0.0003379871	0.0012669414
0.0003378837	0.0012649904
0.0003377804	0.0012630388
0.0003376773	0.0012610878
0.0003375743	0.0012591365
0.0003374715	0.0012571853
0.0003373689	0.0012552339
0.0003372664	0.0012532826
0.0003371641	0.0012513316
0.0003370619	0.00124938
0.0003369599	0.0012474291
0.000336858	0.0012454778
0.0003367563	0.0012435265
0.0003366547	0.0012415752
0.0003365533	0.001239624
0.0003364521	0.0012376728
0.000336351	0.0012357213
0.0003362501	0.0012337703
0.0003361493	0.0012318188
0.0003360487	0.0012298677
0.0003359482	0.0012279165
0.0003358479	0.0012259652
0.0003357478	0.0012240139
0.0003356478	0.0012220626
0.000335548	0.0012201116
0.0003354483	0.00121816
0.0003353487	0.0012162089
0.0003352494	0.0012142575
0.0003351502	0.0012123064
0.0003350511	0.0012103551
0.0003349522	0.0012084038
0.0003348535	0.0012064528
0.0003347549	0.0012045012
0.0003346565	0.0012025503
0.0003345582	0.0012005987
0.0003344601	0.0011986477
0.0003343621	0.0011966963
0.0003342643	0.0011947452
0.0003341666	0.0011927941
0.0003340691	0.0011908425
0.0003339718	0.0011888915
0.0003338746	0.0011869399
0.0003337776	0.001184989
0.0003336807	0.0011830374
0.000333584	0.0011810864
0.0003334874	0.001179135
0.000333391	0.0011771838
0.0003332948	0.0011752327
0.0003331987	0.0011732812
0.0003331028	0.0011713302
0.000333007	0.0011693787
0.0003329114	0.0011674276
0.0003328159	0.0011654763
0.0003327206	0.0011635251
0.0003326254	0.0011615737
0.0003325304	0.0011596225
0.0003324356	0.0011576713
0.0003323409	0.0011557199
0.0003322464	0.0011537688
0.000332152	0.0011518173
0.0003320578	0.0011498663
0.0003319637	0.001147915
0.0003318698	0.0011459637
0.0003317761	0.0011440124
0.0003316825	0.0011420612
0.000331589	0.0011401101
0.0003314957	0.0011381586
0.0003314026	0.0011362075
0.0003313096	0.001134256
0.0003312169	0.0011323051
0.0003311242	0.0011303537
0.0003310317	0.0011284024
0.0003309394	0.0011264513
0.0003308471	0.0011244998
0.0003307551	0.0011225488
0.0003306632	0.0011205972
0.0003305715	0.0011186463
0.00033048	0.0011166949
0.0003303886	0.0011147437
0.0003302973	0.0011127923
0.0003302062	0.0011108412
0.0003301153	0.00110889
0.0003300245	0.0011069386
0.0003299339	0.0011049875
0.0003298434	0.0011030359
0.0003297531	0.001101085
0.0003296629	0.0010991336
0.0003295729	0.0010971824
0.0003294831	0.0010952312
0.0003293934	0.0010932797
0.0003293038	0.0010913287
0.0003292144	0.0010893772
0.0003291252	0.0010874261
0.0003290362	0.0010854749
0.0003289473	0.0010835236
0.0003288585	0.0010815725
0.0003287699	0.001079621
0.0003286815	0.00107767
0.0003285932	0.0010757184
0.000328505	0.0010737674
0.0003284171	0.0010718159
0.0003283292	0.0010698648
0.0003282416	0.0010679135
0.0003281541	0.0010659623
0.0003280667	0.0010640112
0.0003279795	0.0010620597
0.0003278925	0.0010601087
0.0003278056	0.0010581571
0.0003277189	0.0010562061
0.0003276323	0.0010542545
0.0003275459	0.0010523035
0.0003274597	0.0010503524
0.0003273735	0.001048401
0.0003272876	0.0010464499
0.0003272018	0.0010444984
0.0003271162	0.0010425474
0.0003270307	0.0010405957
0.0003269454	0.0010386448
0.0003268602	0.0010366934
0.0003267752	0.0010347422
0.0003266903	0.0010327908
0.0003266057	0.0010308397
0.0003265211	0.0010288886
0.0003264367	0.0010269371
0.0003263525	0.001024986
0.0003262684	0.0010230345
0.0003261845	0.0010210835
0.0003261008	0.0010191322
0.0003260172	0.001017181
0.0003259337	0.0010152298
0.0003258504	0.0010132783
0.0003257673	0.0010113272
0.0003256843	0.0010093757
0.0003256015	0.0010074247
0.0003255188	0.0010054732
0.0003254363	0.0010035221
0.0003253539	0.0010015708
0.0003252717	0.0009996196
0.0003251897	0.0009976686
0.0003251078	0.000995717
0.0003250261	0.000993766
0.0003249445	0.0009918144
0.0003248631	0.0009898634
0.0003247818	0.000987912
0.0003247007	0.0009859608
0.0003246198	0.0009840098
0.000324539	0.0009820583
0.0003244583	0.0009801072
0.0003243778	0.0009781556
0.0003242975	0.0009762047
0.0003242173	0.0009742531
0.0003241373	0.0009723021
0.0003240575	0.000970351
0.0003239778	0.0009683995
0.0003238982	0.0009664484
0.0003238188	0.000964497
0.0003237396	0.0009625459
0.0003236605	0.0009605945
0.0003235816	0.0009586433
0.0003235028	0.0009566922
0.0003234242	0.0009547407
0.0003233458	0.0009527896
0.0003232675	0.0009508382
0.0003231893	0.0009488871
0.0003231113	0.0009469356
0.0003230335	0.0009449846
0.0003229558	0.0009430331
0.0003228783	0.000941082
0.000322801	0.0009391309
0.0003227238	0.0009371794
0.0003226467	0.0009352284
0.0003225698	0.0009332769
0.0003224931	0.0009313259
0.0003224165	0.0009293743
0.0003223401	0.0009274233
0.0003222638	0.0009254718
0.0003221877	0.0009235206
0.0003221118	0.0009215696
0.0003220359	0.0009196181
0.0003219603	0.0009176671
0.0003218848	0.0009157156
0.0003218095	0.0009137645
0.0003217343	0.000911813
0.0003216593	0.000909862
0.0003215844	0.0009079107
0.0003215097	0.0009059594
0.0003214352	0.0009040083
0.0003213608	0.0009020568
0.0003212865	0.0009001058
0.0003212124	0.0008981542
0.0003211385	0.0008962032
0.0003210647	0.0008942517
0.0003209911	0.0008923006
0.0003209177	0.0008903493
0.0003208444	0.0008883981
0.0003207712	0.000886447
0.0003206982	0.0008844955
0.0003206254	0.0008825444
0.0003205527	0.000880593
0.0003204802	0.0008786419
0.0003204078	0.0008766906
0.0003203356	0.0008747393
0.0003202636	0.0008727883
0.0003201917	0.0008708367
0.0003201199	0.0008688856
0.0003200483	0.0008669342
0.0003199769	0.0008649831
0.0003199056	0.0008630317
0.0003198345	0.0008610806
0.0003197636	0.0008591295
0.0003196928	0.000857178
0.0003196221	0.0008552269
0.0003195516	0.0008532754
0.0003194813	0.0008513244
0.0003194111	0.0008493728
0.0003193411	0.0008474218
0.0003192712	0.0008454706
0.0003192015	0.0008435193
0.0003191319	0.0008415682
0.0003190625	0.0008396167
0.0003189933	0.0008376656
0.0003189242	0.0008357141
0.0003188553	0.0008337631
0.0003187865	0.0008318116
0.0003187179	0.0008298606
0.0003186494	0.0008279094
0.0003185811	0.0008259579
0.000318513	0.0008240068
0.000318445	0.0008220554
0.0003183771	0.0008201043
0.0003183094	0.0008181528
0.0003182419	0.0008162018
0.0003181745	0.0008142503
0.0003181073	0.0008122992
0.0003180403	0.0008103481
0.0003179734	0.0008083966
0.0003179066	0.0008064455
0.00031784	0.0008044941
0.0003177736	0.0008025429
0.0003177073	0.0008005915
0.0003176412	0.0007986405
0.0003175752	0.0007966889
0.0003175094	0.0007947379
0.0003174438	0.0007927868
0.0003173782	0.0007908353
0.0003173129	0.0007888842
0.0003172477	0.0007869327
0.0003171827	0.0007849817
0.0003171178	0.0007830302
0.0003170531	0.0007810791
0.0003169885	0.0007791281
0.0003169241	0.0007771765
0.0003168599	0.0007752255
0.0003167958	0.000773274
0.0003167319	0.0007713229
0.0003166681	0.0007693714
0.0003166044	0.0007674204
0.000316541	0.0007654689
0.0003164777	0.0007635178
0.0003164145	0.0007615667
0.0003163515	0.0007596152
0.0003162887	0.0007576642
0.000316226	0.0007557127
0.0003161634	0.0007537616
0.0003161011	0.0007518102
0.0003160388	0.0007498591
0.0003159768	0.000747908
0.0003159149	0.0007459565
0.0003158531	0.0007440054
0.0003157915	0.0007420539
0.0003157301	0.0007401028
0.0003156688	0.0007381514
0.0003156077	0.0007362003
0.0003155467	0.0007342491
0.0003154859	0.0007322977
0.0003154252	0.0007303467
0.0003153647	0.0007283951
0.0003153044	0.0007264442
0.0003152442	0.0007244926
0.0003151841	0.0007225415
0.0003151243	0.0007205901
0.0003150645	0.000718639
0.000315005	0.0007166878
0.0003149456	0.0007147364
0.0003148863	0.0007127853
0.0003148272	0.0007108338
0.0003147683	0.0007088828
0.0003147095	0.0007069312
0.0003146508	0.0007049802
0.0003145924	0.000703029
0.000314534	0.0007010777
0.0003144759	0.0006991266
0.0003144179	0.0006971751
0.00031436	0.000695224
0.0003143023	0.0006932725
0.0003142448	0.0006913215
0.0003141874	0.0006893699
0.0003141302	0.0006874189
0.0003140731	0.0006854675
0.0003140162	0.0006835164
0.0003139595	0.0006815653
0.0003139028	0.0006796138
0.0003138464	0.0006776627
0.0003137901	0.0006757112
0.000313734	0.0006737602
0.000313678	0.0006718087
0.0003136222	0.0006698576
0.0003135665	0.0006679063
0.000313511	0.000665955
0.0003134557	0.000664004
0.0003134004	0.0006620525
0.0003133454	0.0006601014
0.0003132905	0.0006581499
0.0003132358	0.0006561988
0.0003131812	0.0006542474
0.0003131268	0.0006522963
0.0003130725	0.0006503452
0.0003130184	0.0006483937
0.0003129645	0.0006464426
0.0003129107	0.0006444912
0.0003128571	0.0006425401
0.0003128036	0.0006405886
0.0003127503	0.0006386376
0.0003126971	0.0006366862
0.0003126441	0.0006347351
0.0003125912	0.000632784
0.0003125385	0.0006308324
0.000312486	0.0006288813
0.0003124336	0.0006269298
0.0003123814	0.0006249787
0.0003123293	0.0006230273
0.0003122774	0.0006210763
0.0003122256	0.0006191251
0.000312174	0.0006171737
0.0003121225	0.0006152225
0.0003120712	0.0006132712
0.0003120201	0.0006113201
0.0003119691	0.0006093686
0.0003119183	0.0006074174
0.0003118676	0.0006054662
0.0003118171	0.000603515
0.0003117668	0.0006015639
0.0003117166	0.0005996123
0.0003116665	0.0005976612
0.0003116166	0.0005957097
0.0003115669	0.0005937587
0.0003115173	0.0005918076
0.0003114679	0.0005898561
0.0003114186	0.0005879051
0.0003113695	0.0005859535
0.0003113206	0.0005840026
0.0003112718	0.000582051
0.0003112231	0.0005801
0.0003111746	0.0005781485
0.0003111263	0.0005761974
0.0003110781	0.0005742463
0.0003110301	0.0005722949
0.0003109823	0.0005703437
0.0003109345	0.0005683922
0.000310887	0.0005664412
0.0003108396	0.0005644898
0.0003107924	0.0005625387
0.0003107453	0.0005605872
0.0003106984	0.0005586361
0.0003106516	0.0005566849
0.000310605	0.0005547335
0.0003105585	0.0005527825
0.0003105122	0.000550831
0.0003104661	0.0005488799
0.0003104201	0.0005469284
0.0003103743	0.0005449773
0.0003103286	0.0005430258
0.0003102831	0.0005410748
0.0003102377	0.0005391235
0.0003101925	0.0005371723
0.0003101475	0.0005352211
0.0003101026	0.0005332698
0.0003100579	0.0005313186
0.0003100134	0.0005293674
0.0003099691	0.0005274162
0.0003099249	0.0005254648
0.0003098809	0.0005235137
0.000309837	0.0005215625
0.0003097934	0.0005196115
0.0003097499	0.0005176599
0.0003097066	0.0005157087
0.0003096634	0.0005137575
0.0003096204	0.0005118065
0.0003095776	0.000509855
0.000309535	0.0005079039
0.0003094925	0.0005059527
0.0003094502	0.0005040017
0.0003094081	0.00050205
0.0003093661	0.0005000989
0.0003093243	0.0004981478
0.0003092827	0.0004961964
0.0003092413	0.0004942453
0.0003092	0.0004922942
0.0003091589	0.000490343
0.0003091179	0.0004883914
0.0003090772	0.0004864403
0.0003090366	0.0004844891
0.0003089962	0.0004825381
0.0003089559	0.0004805866
0.0003089158	0.0004786355
0.0003088759	0.0004766843
0.0003088362	0.0004747331
0.0003087966	0.0004727816
0.0003087572	0.0004708306
0.000308718	0.0004688794
0.0003086789	0.000466928
0.00030864	0.0004649768
0.0003086013	0.0004630256
0.0003085628	0.0004610744
0.0003085244	0.0004591229
0.0003084862	0.0004571719
0.0003084481	0.0004552207
0.0003084103	0.0004532696
0.0003083726	0.0004513182
0.0003083351	0.0004493671
0.0003082977	0.0004474158
0.0003082605	0.0004454647
0.0003082235	0.0004435132
0.0003081867	0.0004415621
0.00030815	0.000439611
0.0003081135	0.0004376599
0.0003080772	0.0004357084
0.000308041	0.0004337572
0.000308005	0.0004318061
0.0003079692	0.0004298545
0.0003079336	0.0004279035
0.0003078981	0.0004259522
0.0003078629	0.0004240007
0.0003078278	0.0004220498
0.000307793	0.0004200985
0.0003077584	0.0004181472
0.0003077239	0.0004161958
0.0003076897	0.0004142443
0.0003076557	0.0004122935
0.0003076218	0.0004103421
0.0003075882	0.0004083908
0.0003075548	0.0004064394
0.0003075215	0.0004044882
0.0003074885	0.0004025368
0.0003074557	0.0004005856
0.000307423	0.0003986344
0.0003073906	0.000396683
0.0003073584	0.0003947318
0.0003073263	0.0003927804
0.0003072945	0.0003908294
0.0003072629	0.000388878
0.0003072315	0.0003869269
0.0003072002	0.0003849754
0.0003071692	0.0003830241
0.0003071384	0.000381073
0.0003071077	0.0003791218
0.0003070773	0.0003771703
0.0003070471	0.0003752189
0.0003070171	0.000373268
0.0003069872	0.0003713165
0.0003069576	0.0003693652
0.0003069282	0.000367414
0.000306899	0.0003654625
0.0003068699	0.0003635113
0.0003068411	0.0003615603
0.0003068125	0.000359609
0.0003067841	0.0003576576
0.0003067559	0.0003557064
0.0003067278	0.0003537553
0.0003067	0.0003518038
0.0003066723	0.0003498526
0.0003066448	0.0003479014
0.0003066175	0.0003459503
0.0003065904	0.0003439989
0.0003065635	0.0003420475
0.0003065368	0.0003400964
0.0003065102	0.000338145
0.0003064838	0.0003361937
0.0003064577	0.0003342426
0.0003064317	0.0003322915
0.0003064059	0.00033034
0.0003063803	0.0003283888
0.0003063548	0.0003264377
0.0003063296	0.0003244861
0.0003063045	0.0003225349
0.0003062796	0.0003205837
0.0003062549	0.0003186326
0.0003062304	0.0003166812
0.0003062061	0.0003147299
0.000306182	0.0003127788
0.000306158	0.0003108277
0.0003061343	0.0003088762
0.0003061107	0.000306925
0.0003060873	0.0003049737
0.0003060641	0.0003030223
0.0003060411	0.0003010711
0.0003060182	0.0002991199
0.0003059956	0.0002971688
0.0003059731	0.0002952174
0.0003059508	0.0002932661
0.0003059287	0.000291315
0.0003059068	0.0002893638
0.0003058851	0.0002874122
0.0003058636	0.0002854611
0.0003058422	0.0002835099
0.0003058211	0.0002815586
0.0003058001	0.0002796073
0.0003057793	0.0002776561
0.0003057587	0.000275705
0.0003057383	0.0002737535
0.000305718	0.0002718023
0.000305698	0.0002698512
0.0003056781	0.0002678997
0.0003056584	0.0002659484
0.000305639	0.0002639974
0.0003056197	0.0002620461
0.0003056005	0.0002600947
0.0003055816	0.0002581435
0.0003055628	0.0002561923
0.0003055443	0.0002542412
0.0003055259	0.0002522897
0.0003055077	0.0002503385
0.0003054897	0.0002483873
0.0003054719	0.0002464359
0.0003054543	0.0002444846
0.0003054368	0.0002425335
0.0003054196	0.000240582
0.0003054025	0.000238631
0.0003053856	0.0002366798
0.0003053689	0.0002347285
0.0003053524	0.0002327771
0.000305336	0.0002308258
0.0003053199	0.0002288747
0.0003053039	0.0002269236
0.0003052881	0.0002249721
0.0003052726	0.0002230208
0.0003052572	0.0002210698
0.0003052419	0.0002191182
0.0003052269	0.000217167
0.0003052121	0.0002152158
0.0003051974	0.0002132647
0.0003051829	0.0002113133
0.0003051686	0.000209362
0.0003051545	0.0002074109
0.0003051406	0.0002054594
0.0003051269	0.0002035083
0.0003051133	0.000201557
0.0003051	0.0001996058
0.0003050868	0.0001976544
0.0003050738	0.0001957033
0.000305061	0.000193752
0.0003050484	0.0001918009
0.000305036	0.0001898495
0.0003050237	0.0001878982
0.0003050116	0.0001859471
0.0003049998	0.0001839956
0.0003049881	0.0001820445
0.0003049766	0.0001800932
0.0003049653	0.000178142
0.0003049541	0.0001761906
0.0003049432	0.0001742394
0.0003049324	0.0001722882
0.0003049218	0.0001703368
0.0003049115	0.0001683857
0.0003049013	0.0001664344
0.0003048912	0.0001644833
0.0003048814	0.0001625318
0.0003048718	0.0001605805
0.0003048623	0.0001586294
0.000304853	0.0001566782
0.0003048439	0.0001547268
0.000304835	0.0001527756
0.0003048263	0.0001508244
0.0003048178	0.000148873
0.0003048095	0.0001469218
0.0003048013	0.0001449706
0.0003047933	0.0001430195
0.0003047855	0.0001410679
0.0003047779	0.0001391169
0.0003047705	0.0001371656
0.0003047633	0.0001352141
0.0003047562	0.000133263
0.0003047494	0.0001313118
0.0003047427	0.0001293606
0.0003047362	0.0001274093
0.0003047299	0.0001254578
0.0003047238	0.0001235065
0.0003047179	0.0001215555
0.0003047122	0.0001196042
0.0003047067	0.0001176528
0.0003047014	0.0001157014
0.0003046963	0.0001137501
0.0003046913	0.0001117989
0.0003046866	0.0001098477
0.0003046821	0.0001078963
0.0003046779	0.0001059452
0.0003046739	0.0001039941
0.0003046701	0.000102043
0.0003046665	0.0001000916
0.0003046632	0.0000981405
0.0003046601	0.0000961894
0.0003046572	0.0000942382
0.0003046546	0.0000922869
0.0003046522	0.0000903357
0.00030465	0.0000883845
0.0003046481	0.0000864331
0.0003046463	0.000084482
0.0003046448	0.000082531
0.0003046436	0.0000805798
0.0003046425	0.0000786284
0.0003046417	0.0000766772
0.0003046412	0.0000747261
0.0003046408	0.0000727746
0.0003046407	0.0000708236
